age,study_hours,attendance,previous_score,pass
26,6.78,56,57,0
26,2.07,56,98,0
18,9.33,53,50,1
28,7.65,95,80,1
30,0.13,100,66,0
28,5.06,86,44,1
22,8.2,86,63,1
26,5.55,63,99,0
22,7.96,63,88,0
21,9.52,56,96,0
18,6.2,69,94,1
27,0.08,71,71,1
27,1.93,82,97,1
18,5.48,90,63,0
21,9.42,83,92,1
28,3.77,83,97,0
21,5.23,88,90,1
18,2.69,96,93,0
19,1.66,95,64,1
30,8.45,55,100,0
18,7.5,98,53,0
25,2.75,59,88,0
23,6.26,99,65,0
26,4.64,52,46,1
20,3.35,81,93,1
29,4.6,63,61,0
20,1.26,80,57,0
26,7.83,62,57,1
24,6.75,75,84,0
20,2.9,59,44,1
23,4.58,56,71,0
22,9.25,96,55,1
21,6.89,64,86,1
28,6.62,66,63,0
24,4.21,74,61,0
27,7.58,96,95,0
28,7.58,71,88,0
28,6.46,62,45,0
25,3.75,74,98,0
23,6.0,69,92,0
25,1.69,80,54,1
19,8.91,64,86,0
24,3.53,67,44,1
29,2.57,77,85,0
27,4.03,73,99,0
25,3.73,55,59,0
30,1.91,75,63,1
18,1.5,79,61,0
27,9.17,92,55,0
18,7.48,50,94,1
23,7.66,85,77,1
29,7.83,98,99,0
30,3.22,68,63,0
25,3.99,74,69,1
23,4.04,98,69,0
26,5.35,50,86,1
29,9.33,62,86,1
26,1.81,98,64,1
18,4.75,73,49,1
28,6.04,76,65,0
30,6.6,78,91,0
28,8.48,76,99,1
21,3.46,76,74,1
28,0.2,97,83,1
29,8.51,77,59,1
19,6.0,81,42,1
24,8.6,55,96,1
28,6.74,71,43,1
23,1.91,77,58,1
22,3.18,60,57,1
26,9.67,81,63,1
26,8.46,77,81,1
22,6.41,81,85,0
25,8.32,73,45,1
23,5.43,52,71,0
29,9.31,55,73,0
28,4.96,58,55,1
28,3.28,78,74,1
30,5.83,71,67,0
21,2.31,85,57,1
29,3.42,74,50,0
27,2.85,99,40,1
26,1.55,84,87,0
24,9.08,73,64,0
25,5.23,83,43,1
26,4.75,59,92,0
28,7.68,51,63,0
19,6.39,75,40,0
18,5.42,94,57,0
23,6.34,60,80,0
30,3.22,69,57,1
27,5.81,78,67,0
23,3.67,53,43,0
28,5.37,55,48,0
24,5.87,55,60,1
21,1.77,61,78,0
25,6.59,85,87,1
26,5.48,72,98,1
25,7.9,50,82,1
18,1.61,82,67,0
24,2.01,60,58,0
20,6.3,61,90,0
20,1.84,98,43,0
18,2.83,73,80,1
25,7.31,50,60,0
27,6.43,72,48,0
29,4.88,52,67,1
30,5.35,75,83,1
26,8.0,55,65,0
25,3.99,82,44,0
25,4.44,52,43,1
26,9.16,69,91,0
23,4.74,90,54,1
20,8.16,64,51,1
21,1.78,95,68,0
20,7.17,62,88,1
30,3.74,65,81,0
30,9.4,86,75,0
18,3.88,84,84,1
29,6.27,99,56,1
29,2.38,59,97,1
22,1.31,63,71,0
23,7.21,95,81,0
23,3.82,70,59,0
21,6.67,59,68,0
28,6.3,63,66,1
20,9.84,96,88,0
22,4.49,74,51,1
29,1.19,58,99,1
26,9.37,51,91,0
23,8.96,65,71,1
19,0.09,59,71,0
22,2.59,50,67,0
27,3.94,79,97,0
28,8.96,77,83,0
20,1.91,85,79,1
29,8.38,65,51,0
28,0.78,66,84,1
23,3.78,77,40,1
20,0.95,86,58,0
20,3.64,87,74,1
29,7.32,80,82,1
26,4.93,71,98,1
19,1.63,93,63,0
18,5.3,60,52,0
21,3.94,76,75,0
29,6.12,73,41,1
18,4.53,98,54,0
18,4.87,69,49,1
25,7.73,87,59,1
26,1.09,83,61,1
24,7.45,74,54,0
30,0.22,95,55,0
24,7.26,65,56,1
23,4.82,59,99,0
21,8.85,65,88,1
21,8.18,74,58,0
30,3.65,100,52,1
26,2.54,59,89,0
20,3.05,67,82,0
27,4.87,56,100,0
26,4.16,74,89,1
25,8.15,86,74,0
30,0.01,54,66,0
21,9.08,66,51,1
30,7.88,78,86,0
30,3.76,61,59,0
20,6.85,71,52,1
30,4.11,85,96,0
26,8.31,100,74,0
28,3.18,84,91,0
29,0.01,72,49,1
28,3.57,78,42,1
30,9.7,70,84,1
27,8.1,57,68,0
25,8.89,88,91,0
30,9.8,83,93,0
25,0.95,64,71,0
22,4.09,86,71,1
30,3.77,50,92,0
20,2.42,87,53,1
25,0.38,56,75,0
28,2.16,54,62,1
29,4.88,98,88,1
28,3.24,56,57,1
23,6.42,92,50,0
25,7.58,54,64,0
28,9.28,77,70,0
20,6.88,93,69,1
28,6.61,77,76,1
21,1.38,79,47,0
29,9.82,86,94,1
19,1.12,67,90,1
24,2.23,53,76,1
27,1.69,99,79,0
27,7.66,88,44,1
25,3.24,90,69,1
25,2.97,90,73,1
23,2.82,66,90,1
21,1.13,55,83,0
22,4.78,77,42,0
18,4.76,89,59,1
29,7.98,95,79,1
26,6.22,81,89,1
24,3.15,78,84,0
27,9.56,58,54,0
19,4.72,51,82,0
27,2.46,77,77,0
23,5.92,71,95,0
28,6.8,69,53,1
22,3.3,70,56,1
18,8.19,60,74,0
30,7.09,78,50,1
20,5.54,73,70,1
29,4.14,89,63,1
30,2.9,53,93,0
23,4.27,62,98,0
19,1.12,67,63,1
18,9.37,90,67,1
28,6.51,77,84,0
18,9.34,80,64,0
18,5.71,73,43,1
19,2.34,95,56,0
25,7.72,80,85,0
19,7.46,97,93,0
23,4.52,61,95,0
28,8.11,81,94,1
30,7.77,73,70,1
20,0.3,59,94,0
20,4.59,51,81,1
19,2.11,52,59,1
29,8.58,61,77,0
20,4.42,85,97,1
20,4.47,82,86,0
29,4.09,82,74,0
29,0.82,63,78,0
29,3.13,83,75,0
21,6.33,57,94,0
29,4.08,51,80,1
30,0.84,72,100,0
23,7.83,53,80,0
26,2.09,71,74,1
21,5.12,81,84,0
24,4.02,53,94,1
29,4.94,50,59,0
23,5.87,57,41,1
27,6.6,52,54,1
19,7.15,51,75,1
28,9.24,75,45,0
22,9.71,70,54,1
19,3.03,87,49,1
20,8.79,88,94,1
18,1.74,72,92,0
23,2.01,65,65,1
20,5.13,65,43,0
21,6.91,83,60,0
18,9.27,60,92,0
22,2.32,78,53,0
30,8.97,85,49,1
19,7.04,74,66,1
26,3.51,95,97,0
25,9.06,100,47,1
18,8.2,77,53,0
22,4.04,74,40,0
24,1.92,96,56,0
20,8.36,77,67,0
18,1.68,93,67,1
18,0.77,88,69,1
20,4.83,81,52,0
19,3.98,78,69,0
25,0.97,83,49,0
22,0.09,54,87,1
25,6.43,97,40,1
25,8.86,99,43,0
22,9.89,71,56,1
24,7.12,66,97,0
27,0.01,55,79,0
28,6.21,84,95,0
18,2.3,52,62,0
29,4.39,93,44,0
20,6.56,55,70,1
26,5.08,53,51,0
23,6.92,87,83,1
25,0.1,77,42,1
21,4.14,53,80,1
22,4.84,91,56,1
21,9.23,61,70,0
18,1.53,71,75,0
18,7.45,82,45,1
23,2.83,51,85,1
21,2.64,64,83,1
19,0.27,85,86,0
18,5.06,78,75,1
21,6.5,91,52,0
28,8.92,97,79,1
18,2.37,89,75,0
23,9.79,65,90,1
28,5.58,87,93,0
21,1.69,69,49,0
28,1.16,64,59,0
27,4.32,82,70,0
22,6.12,50,78,1
21,6.19,70,52,1
23,3.25,50,54,1
22,8.87,61,75,1
20,1.0,82,56,1
24,4.56,57,73,0
18,0.76,66,47,0
24,6.75,69,51,1
21,8.8,94,57,1
30,6.34,56,97,0
28,5.11,61,90,1
25,4.05,97,66,0
18,3.85,72,94,1
19,7.97,63,97,0
18,1.65,83,72,1
26,2.23,58,67,0
25,8.02,54,61,1
22,1.25,59,52,1
30,7.95,98,62,1
22,7.96,70,50,1
21,8.42,93,94,1
20,5.06,95,66,0
20,7.78,72,76,1
24,8.89,64,91,1
20,0.89,81,64,0
19,3.26,66,90,1
18,0.47,57,49,0
22,3.12,78,77,0
18,8.11,93,63,1
28,3.08,81,79,1
25,4.58,52,84,0
30,5.03,50,94,0
28,4.18,75,59,1
18,8.9,58,80,0
19,0.81,91,66,1
30,4.3,65,90,1
27,5.24,93,61,0
23,2.12,51,44,0
25,1.75,99,86,1
18,0.74,62,42,1
23,5.92,82,66,1
